"","V1","V2","cluster"
"1",9.67376664359897,11.3297992618665,1
"2",11.2724293227716,10.4146414385753,1
"3",8.46004995509048,9.07143296030157,1
"4",9.70527955319077,9.99423282629844,1
"5",12.4046533913297,10.7635934689244,1
"6",9.20099074729561,8.85234298817722,1
"7",9.7105384253432,9.70078488116568,1
"8",9.58848916802139,10.2522234468241,1
"9",9.10807887412576,10.4356832964685,1
"10",8.76246157734408,9.77573211071572,1
"11",10.3773956464133,10.1333363620365,1
"12",10.80418950956,9.94289322821939,1
"13",10.5036079757484,11.0857693637759,1
"14",9.30904615614486,8.71540064389116,1
"15",10.0467261714254,9.76429344371175,1
"16",9.4571117435871,9.56668968078586,1
"17",9.35052835555629,10.7267507452831,1
"18",11.1519117572989,10.9921603691746,1
"19",9.57048689451657,11.238304099463,1
"20",9.72065372383615,11.7579030889064,1
"21",10.5607460894224,9.547216029262,1
"22",9.16795670010592,8.83342945022193,1
"23",8.93440941454967,8.43621794547963,1
"24",11.1565369998436,10.8320471323162,1
"25",9.77267130943674,10.2661373609362,1
"26",9.62329728931919,12.4413646276752,1
"27",9.20466088256699,9.94512252371387,1
"28",10.2501413248554,10.618243294376,1
"29",9.82737649015527,7.77609972543127,1
"30",8.73638561619064,10.358728891881,1
"31",9.98895451848941,9.05935083734564,1
"32",9.88417467520495,9.18503129075515,1
"33",10.2422634762466,8.57490160605172,1
"34",10.3659411238533,10.2484126500572,1
"35",10.0652881817336,10.0191563918716,1
"36",10.2573383750547,9.35098992312412,1
"37",9.8808312397318,10.6641356995084,1
"38",11.1009691026595,10.143771484322,1
"39",9.88224639888164,9.08793163267049,1
"40",8.5624137565898,9.2029104702745,1
"41",11.2540831089494,10.7721421898641,1
"42",9.78048437187143,9.57518971591213,1
"43",9.58101990380534,10.9969868595528,1
"44",9.72422197497777,11.2560188164134,1
"45",10.6466743947013,11.2993123046567,1
"46",9.12673788828266,10.0083709571692,1
"47",9.11912827867758,10.5962590137592,1
